area,Country/Region,Lat,Long,cases
Sibley County,MN,44.6834072,-93.5407909,1
Stearns County,MN,45.4644612,-93.7298983,7
Steele County,MN,44.5502089,-94.1513764,9
Stevens County,MN,45.5844792,-94.5865603,0
Swift County,MN,43.9758523,-93.1779659,1
Todd County,MN,45.5215118,-95.9522178,2
Traverse County,MN,45.2315651,-95.7196042,2
Wabasha County,MN,46.0307728,-94.8315488,7
Wadena County,MN,45.8030256,-96.365147,0
Waseca County,MN,44.3020812,-92.2236667,3
Washington County,MN,46.6415934,-94.936044,84
Watonwan County,MN,43.961388,-93.6623239,4
Wilkin County,MN,44.8896877,-92.8577105,7
Winona County,MN,43.9323091,-94.479976,30
Wright County,MN,46.4087398,-96.5018468,19
Yellow Medicine County,MN,44.006499,-91.7538817,3
Statewide Unallocated,MS,45.1736883,-93.8773504,0
Adams County,MS,44.7380445,-95.8564864,62
Amite County,MS,31.5305353,-91.2891036,14
Attala County,MS,34.8984684,-88.5951751,22
Benton County,MS,31.1683803,-90.8294002,5
Bolivar County,MS,33.1683267,-89.6251646,69
Calhoun County,MS,34.7712669,-89.1705998,25
Carroll County,MS,33.8829962,-90.8294002,8
Chickasaw County,MS,33.8839218,-89.3226954,32
Choctaw County,MS,33.5279848,-89.9253233,11
Claiborne County,MS,33.8818791,-89.0179332,6
Clarke County,MS,33.3914427,-89.2847251,15
Clay County,MS,31.9438205,-90.9438468,20
Coahoma County,MS,32.077218,-88.7108964,39
Copiah County,MS,33.6567838,-88.8263006,31
Covington County,MS,34.1960298,-90.6393702,15
DeSoto County,MS,31.9012453,-90.3748354,188
Forrest County,MS,31.6732735,-89.5874819,114
Franklin County,MS,34.9065453,-89.9626799,10
George County,MS,31.2148677,-89.2847251,10
Greene County,MS,31.4883928,-90.8675134,2
Grenada County,MS,30.8431226,-88.6723578,13
Hancock County,MS,31.1646163,-88.7108964,46
Harrison County,MS,33.7516314,-89.8130356,121
Hinds County,MS,30.3887582,-89.5120084,263
Holmes County,MS,30.432087,-89.0179332,47
Humphreys County,MS,32.2648353,-90.3748354,11
Issaquena County,MS,33.168866,-90.0746767,0
Itawamba County,MS,33.1677834,-90.5257823,9
Jackson County,MS,32.8494351,-91.0203224,157
Jasper County,MS,34.2317882,-88.4016041,14
Jefferson County,MS,30.4278212,-88.556531,4
Jefferson Davis County,MS,32.0810429,-89.1705998,6
Jones County,MS,31.7157817,-90.9820668,40
Kemper County,MS,31.5825281,-89.8130356,14
Lafayette County,MS,31.5343241,-89.1705998,33
Lamar County,MS,32.8018452,-88.7108964,46
Lauderdale County,MS,34.4186994,-89.4742177,156
Lawrence County,MS,31.1699705,-89.4742177,7
Leake County,MS,32.4401578,-88.7108964,32
Lee County,MS,31.5369786,-90.0746767,46
Leflore County,MS,32.8073509,-89.4742177,52
Lincoln County,MS,34.2354138,-88.7108964,56
Lowndes County,MS,33.5274427,-90.3748354,25
Madison County,MS,31.5359248,-90.5257823,108
Marion County,MS,33.473423,-88.4403883,25
Marshall County,MS,32.6729459,-90.0373201,34
Monroe County,MS,31.1708442,-89.7755338,38
Montgomery County,MS,34.7729491,-89.4742177,15
Neshoba County,MS,33.8773585,-88.556531,33
Newton County,MS,33.5274427,-89.6251646,14
Noxubee County,MS,32.8057157,-89.1705998,6
Oktibbeha County,MS,32.4440058,-89.1705998,37
Panola County,MS,33.1605608,-88.556531,26
Pearl River County,MS,33.3886689,-88.90306,93
Perry County,MS,34.4198016,-89.9253233,20
Pike County,MS,30.8034081,-89.6251646,62
Pontotoc County,MS,31.1673115,-89.0179332,15
Prentiss County,MS,31.1704959,-90.3748354,14
Quitman County,MS,34.2382446,-89.0179332,12
Rankin County,MS,34.6324369,-88.5178518,105
Scott County,MS,34.2863303,-90.2620042,62
Sharkey County,MS,32.2653668,-89.9253233,3
Simpson County,MS,32.4456315,-89.4742177,7
Smith County,MS,32.9860902,-90.8294002,30
Stone County,MS,31.9017736,-89.9253233,14
Sunflower County,MS,32.0826588,-89.4742177,41
Tallahatchie County,MS,30.8013069,-89.1705998,4
Tate County,MS,33.526164,-90.6773046,25
Tippah County,MS,33.9302578,-90.1869644,45
Tishomingo County,MS,34.6413971,-89.9626799,2
Tunica County,MS,34.7688097,-88.864698,23
Union County,MS,34.7615024,-88.2461183,8
Walthall County,MS,34.6407083,-90.4125181,22
Warren County,MS,34.459946,-88.9796776,14
Washington County,MS,31.125165,-90.1120696,57
Wayne County,MS,32.3989469,-90.7913227,9
Webster County,MS,33.3001466,-90.9438468,14
Wilkinson County,MS,31.7130601,-88.7108964,49
Winston County,MS,33.5707456,-89.2847251,20
Yalobusha County,MS,31.1646163,-91.2891036,14
Yazoo County,MS,33.1650338,-89.0179332,64
Statewide Unallocated,MO,33.9768292,-89.6759101,0
Adair County,MO,32.8078912,-90.3748354,11
Atchison County,MO,40.1993655,-92.539603,2
Audrain County,MO,39.9637436,-94.8105955,0
Barry County,MO,40.423896,-95.4777811,2
Barton County,MO,39.221953,-91.9099238,0
Bates County,MO,36.6345264,-93.8248241,6
Benton County,MO,37.4748791,-94.315422,3
Bollinger County,MO,38.3216754,-94.315422,3
Boone County,MO,38.3534598,-93.3388917,87
Buchanan County,MO,37.2115595,-90.0746767,22
Butler County,MO,39.0468547,-92.3813621,16
Caldwell County,MO,39.6349791,-94.8105955,1
Callaway County,MO,36.6951341,-90.3748354,20
Camden County,MO,39.6660775,-93.9878427,26
Cape Girardeau County,MO,38.8886044,-91.9099238,30
Carroll County,MO,38.0322944,-92.6983868,0
Carter County,MO,37.3821319,-89.6251646,3
Cass County,MO,39.5166572,-93.5003454,44
Cedar County,MO,36.9073725,-90.9438468,5
Chariton County,MO,38.6574448,-94.315422,4
Christian County,MO,37.7031209,-93.8655303,19
Clark County,MO,39.5301517,-93.0175712,1
Clay County,MO,36.997644,-93.1779659,51
Clinton County,MO,40.3772378,-91.7538817,11
Cole County,MO,39.3176186,-94.479976,38
Cooper County,MO,39.6481768,-94.479976,4
Crawford County,MO,38.5052486,-92.2630393,5
Dade County,MO,38.8693247,-92.8577105,0
Dallas County,MO,38.0561057,-91.2891036,2
Daviess County,MO,37.4863609,-93.9878427,0
DeKalb County,MO,37.6853001,-93.0175712,3
Dent County,MO,39.9949074,-93.9878427,0
Douglas County,MO,39.8554602,-94.43879,0
Dunklin County,MO,37.544666,-91.443469,16
Franklin County,MO,36.9708648,-92.4999918,84
Gasconade County,MO,36.2364268,-90.055447,2
Gentry County,MO,38.3953601,-91.135302,1
Greene County,MO,38.4335915,-91.4821482,73
Grundy County,MO,40.1406981,-94.479976,0
Harrison County,MO,37.3311215,-93.5003454,6
Henry County,MO,40.1743786,-93.5003454,5
Hickory County,MO,40.3219529,-93.9878427,0
Holt County,MO,38.3386592,-93.8248241,0
Howard County,MO,37.9747242,-93.2986106,2
Howell County,MO,40.0704458,-95.1849219,4
Iron County,MO,39.2064126,-92.6983868,1
Jackson County (including other portions of Kansas City),MO,36.8527979,-91.9099238,583
Jasper County,MO,37.5515182,-90.6773046,21
Jefferson County,MO,39.099123,-94.577983,138
Johnson County,MO,37.1745565,-94.356513,40
Knox County,MO,38.2310301,-90.5257823,0
Laclede County,MO,38.6744747,-93.8248241,0
Lafayette County,MO,40.2058437,-92.2236667,28
Lawrence County,MO,37.6965235,-92.539603,0
Lewis County,MO,39.0031288,-93.9878427,0
Lincoln County,MO,37.1500679,-93.8248241,27
Linn County,MO,40.0500853,-91.7538817,5
Livingston County,MO,39.0669568,-90.9820668,2
McDonald County,MO,39.8556605,-93.1779659,4
Macon County,MO,39.8464073,-93.5003454,2
Madison County,MO,36.617812,-94.315422,1
Maries County,MO,39.871344,-92.539603,2
Marion County,MO,37.5528602,-90.3748354,0
Mercer County,MO,38.1738674,-91.949021,0
Miller County,MO,39.8464028,-91.637215,0
Mississippi County,MO,40.3977043,-93.5755526,0
Moniteau County,MO,38.2081417,-92.3813621,4
Monroe County,MO,36.8661576,-89.3226954,0
Montgomery County,MO,38.5827118,-92.5792482,6
Morgan County,MO,39.5508815,-92.0665197,1
New Madrid County,MO,38.9365599,-91.4821482,8
Newton County,MO,38.3661344,-92.8577105,9
Nodaway County,MO,36.5227538,-89.7755338,3
Oregon County,MO,36.9618494,-94.315422,1
Osage County,MO,40.2907281,-94.8105955,4
Ozark County,MO,36.6870089,-91.443469,0
Pemiscot County,MO,38.3853377,-91.9099238,8
Perry County,MO,36.6720061,-92.3813621,38
Pettis County,MO,36.2195399,-89.8130356,3
Phelps County,MO,37.723555,-89.7755338,1
Pike County,MO,38.6893153,-93.3388917,6
Platte County,MO,37.8806538,-91.7538817,26
Polk County,MO,39.3964742,-91.2891036,1
Pulaski County,MO,39.3475649,-94.7691586,12
Putnam County,MO,37.6766686,-93.3388917,0
Ralls County,MO,37.8727481,-92.2236667,1
Randolph County,MO,40.4744901,-92.9775558,8
Ray County,MO,39.5582351,-91.5983959,7
Reynolds County,MO,39.4182626,-92.4999918,2
Ripley County,MO,39.3354791,-93.9878427,3
St. Charles County,MO,37.378663,-90.9820668,368
St. Clair County,MO,36.6928452,-90.8294002,2
Ste. Genevieve County,MO,38.7338885,-90.8294002,7
St. Francois County,MO,38.001146,-93.8248241,22
St. Louis County,MO,37.8934532,-90.2244662,1851
Saline County,MO,37.7652755,-90.4879916,35
Schuyler County,MO,38.6103023,-90.4125181,0
Scotland County,MO,39.1943564,-93.1779659,3
Scott County,MO,40.4857709,-92.4999918,25
Shannon County,MO,40.4921465,-92.1843285,0
Shelby County,MO,37.0394443,-89.6251646,1
Stoddard County,MO,37.2028249,-91.443469,12
Stone County,MO,39.8388716,-92.1057549,3
Sullivan County,MO,36.8680558,-89.9253233,0
Taney County,MO,36.7748882,-93.4599326,7
Texas County,MO,40.1836505,-93.1779659,0
Vernon County,MO,36.6576378,-93.0175712,3
Warren County,MO,37.3673645,-91.9099238,16
Washington County,MO,37.8148489,-94.315422,1
Wayne County,MO,38.7313284,-91.135302,0
Webster County,MO,37.8907566,-90.8294002,5
Worth County,MO,37.0388739,-90.5257823,1
Wright County,MO,37.3483339,-92.8577105,9
City of St. Louis,MO,40.4730605,-94.315422,695
Statewide Unallocated,MT,37.1306078,-92.2634942,0
Beaverhead County,MT,38.6268493,-90.1995102,1
Blaine County,MT,45.2135118,-113.1093046,0
Broadwater County,MT,45.3496574,-107.2715769,4
Carbon County,MT,48.6065395,-108.9462246,3
Carter County,MT,46.2693726,-111.4519716,0
Cascade County,MT,45.2820195,-109.100255,11
Chouteau County,MT,45.4522431,-104.3707837,0
Custer County,MT,47.4688355,-111.5453227,0
Daniels County,MT,48.0033098,-110.4737958,0
Dawson County,MT,46.2160876,-105.6225,0
Deer Lodge County,MT,48.7744137,-105.7248763,3
Fallon County,MT,47.2649012,-104.8939302,0
Fergus County,MT,46.1095314,-113.0212247,0
Flathead County,MT,46.3762402,-104.4280327,31
Gallatin County,MT,47.2126745,-109.4141,119
Garfield County,MT,48.424152,-114.15315,0
Glacier County,MT,45.5388865,-111.1194231,2
Golden Valley County,MT,47.2662361,-107.1263146,0
Granite County,MT,48.5217475,-112.919665,0
Hill County,MT,46.3709324,-109.1743851,1
Jefferson County,MT,46.3374643,-113.4647823,2
Judith Basin County,MT,48.7488096,-110.0350875,0
Lake County,MT,46.1450553,-112.0752952,5
Lewis and Clark County,MT,47.0609367,-110.2577109,16
Liberty County,MT,47.671374,-114.1339242,1
Lincoln County,MT,47.2963974,-112.4029787,7
McCone County,MT,48.4917189,-110.9704148,0
Madison County,MT,48.5880903,-115.6596528,9
Meagher County,MT,47.4500913,-105.8810734,1
Mineral County,MT,45.466729,-111.8865015,0
Missoula County,MT,46.620195,-110.8848271,25
Musselshell County,MT,47.1497031,-114.9626904,1
Park County,MT,47.0240503,-113.6869923,7
Petroleum County,MT,46.4218783,-108.4064758,0
Phillips County,MT,45.4788485,-110.6082522,0
Pondera County,MT,47.1565346,-108.3203282,0
Powder River County,MT,48.4519289,-107.8777779,0
Powell County,MT,48.2321517,-112.2886317,0
Prairie County,MT,45.2968361,-105.5346556,0
Ravalli County,MT,46.9311447,-112.9745473,3
Richland County,MT,46.7980893,-105.4045355,2
Roosevelt County,MT,46.0174639,-114.1817423,2
Rosebud County,MT,47.9200496,-104.8017491,0
Sanders County,MT,48.2850231,-105.1099231,0
Sheridan County,MT,46.3904836,-106.5944313,0
Silver Bow County,MT,47.6109463,-115.1316944,11
Stillwater County,MT,48.701151,-104.4278092,0
Sweet Grass County,MT,45.8804293,-112.5843056,0
Teton County,MT,45.7001096,-109.3922403,0
Toole County,MT,45.7672796,-109.8979908,17
Treasure County,MT,47.9019946,-112.2717561,0
Valley County,MT,48.6974247,-111.6408212,0
Wheatland County,MT,46.2106667,-107.2586096,0
Wibaux County,MT,48.2855732,-106.8304776,0
Yellowstone County,MT,46.4922893,-109.8418592,48
Statewide Unallocated,NE,46.9902829,-104.1793977,2
Adams County,NE,45.7856577,-108.4343805,57
Arthur County,NE,40.5596231,-98.5721016,0
Banner County,NE,42.1902446,-98.0465185,0
Blaine County,NE,41.5680276,-101.6157773,0
Boone County,NE,41.500766,-103.6362715,0
Box Butte County,NE,41.8795565,-99.9912254,1
Boyd County,NE,41.7172326,-98.0465185,0
Brown County,NE,42.1911471,-103.0817903,0
Buffalo County,NE,42.8823716,-98.704075,38
Burt County,NE,42.5052914,-99.9912254,1
Butler County,NE,40.8410218,-99.1013498,0
Cass County,NE,41.8252059,-96.3226072,3
Cedar County,NE,41.1375727,-97.179026,0
Chase County,NE,40.8755529,-96.1526985,0
Cherry County,NE,42.5610324,-97.179026,1
Cheyenne County,NE,40.4531318,-101.6157773,2
Clay County,NE,42.474114,-101.1617356,2
Colfax County,NE,41.2509264,-103.0817903,4
Cuming County,NE,40.5975479,-98.0465185,2
Custer County,NE,41.6268435,-97.0068393,19
Dakota County,NE,41.9540153,-96.8350999,2
Dawes County,NE,41.3491322,-99.7232673,0
Dawson County,NE,42.4040965,-96.5356449,18
Deuel County,NE,42.6551733,-103.0817903,0
Dixon County,NE,40.9427264,-99.8124935,0
Dodge County,NE,41.1401755,-102.3005803,12
Douglas County,NE,42.4257719,-96.8350999,249
Dundy County,NE,41.6472611,-96.663812,0
Fillmore County,NE,41.3148116,-96.195132,0
Franklin County,NE,40.1306121,-101.6157773,3
Frontier County,NE,40.4710119,-97.5247243,0
Furnas County,NE,40.2089857,-98.9245343,0
Gage County,NE,40.5744778,-100.3497895,26
Garden County,NE,40.121397,-99.9912254,0
Garfield County,NE,40.1989041,-96.663812,0
Gosper County,NE,41.7369721,-102.2547919,1
Grant County,NE,41.9678957,-98.9245343,0
Greeley County,NE,40.4604851,-99.8124935,0
Hall County,NE,41.8637754,-101.7979613,214
Hamilton County,NE,41.520541,-98.5721016,13
Harlan County,NE,40.8817333,-98.5721016,0
Hayes County,NE,40.919722,-98.0465185,0
Hitchcock County,NE,40.1665848,-99.456155,0
Holt County,NE,40.5070797,-101.0711758,0
Hooker County,NE,40.1844599,-101.0711758,0
Howard County,NE,42.3803308,-98.6600586,0
Jefferson County,NE,41.9368476,-101.0711758,0
Johnson County,NE,41.2020435,-98.5721016,1
Kearney County,NE,40.1680732,-97.179026,3
Keith County,NE,40.3808026,-96.3226072,0
Keya Paha County,NE,40.5328331,-98.9245343,0
Kimball County,NE,41.1815863,-101.5248055,9
Knox County,NE,42.8461857,-99.634135,2
Lancaster County,NE,41.1856601,-103.6362715,57
Lincoln County,NE,42.6712397,-97.87216,17
Logan County,NE,40.8471492,-96.663812,0
Loup County,NE,40.9338037,-100.8000051,0
McPherson County,NE,41.5155698,-100.5296115,0
Madison County,NE,41.9251335,-99.456155,6
Merrick County,NE,41.6222686,-101.0711758,2
Morrill County,NE,41.9108264,-97.5247243,0
Nance County,NE,41.2031926,-98.0028892,0
Nemaha County,NE,41.6552418,-102.989615,1
Nuckolls County,NE,41.3995947,-98.0465185,0
Otoe County,NE,40.4074745,-95.8142885,1
Pawnee County,NE,40.110932,-98.0465185,0
Perkins County,NE,40.675971,-96.1102943,0
Phelps County,NE,40.1025817,-96.195132,1
Pierce County,NE,40.7922353,-101.4339148,1
Platte County,NE,40.4903536,-99.456155,6
Polk County,NE,42.2257474,-97.5247243,2
Red Willow County,NE,41.59406,-97.5247243,0
Richardson County,NE,41.1526688,-97.5680595,0
Rock County,NE,40.2353963,-100.5296115,0
Saline County,NE,40.0898025,-95.6457951,1
Sarpy County,NE,42.3951993,-99.456155,46
Saunders County,NE,40.4930367,-97.179026,6
Scotts Bluff County,NE,41.0744042,-96.195132,14
Seward County,NE,41.168563,-96.663812,1
Sheridan County,NE,41.8140936,-103.6362715,0
Sherman County,NE,40.9078649,-97.0984646,0
Sioux County,NE,42.3613076,-102.2547919,0
Stanton County,NE,41.1751661,-98.9245343,1
Thayer County,NE,42.5012873,-103.7289167,0
Thomas County,NE,41.9329995,-97.179026,0
Thurston County,NE,40.1460895,-97.5247243,0
Valley County,NE,41.9882143,-100.5296115,0
Washington County,NE,42.1685528,-96.5356449,20
Wayne County,NE,41.4936253,-98.9245343,1
Webster County,NE,41.5541889,-96.195132,1
Wheeler County,NE,42.2479453,-97.179026,0
York County,NE,40.2357266,-98.5721016,4
Statewide Unallocated,NV,38.985742,-114.3139339,18
Churchill County,NV,39.9668416,-76.7152482,0
Douglas County,NV,39.6626678,-118.4863963,10
Elko County,NV,36.0795613,-115.094045,11
Esmeralda County,NV,38.9265035,-119.6499162,0
Eureka County,NV,41.2220182,-115.2837585,0
Humboldt County,NV,37.7866167,-117.3616476,18
Lander County,NV,39.5126741,-115.9637979,0
Lincoln County,NV,41.5931459,-118.5500954,0
Lyon County,NV,40.0510104,-116.9852422,7
Mineral County,NV,37.660825,-114.524264,0
Nye County,NV,38.9524739,-119.1390642,10
Pershing County,NV,38.4343464,-118.4863963,0
Storey County,NV,38.5807111,-116.0413889,0
Washoe County,NV,40.5685952,-118.4863963,389
White Pine County,NV,39.4089847,-119.5571677,1
Carson City,NV,40.5608387,-119.6035495,16
Statewide Unallocated,NH,39.5564495,-114.524264,1
Belknap County,NH,42.8991546,-71.5959491,24
Carroll County,NH,43.1938516,-71.5723953,29
Cheshire County,NH,43.5024246,-71.4073938,21
Coos County,NH,43.8128209,-71.2506067,2
Grafton County,NH,42.9259375,-72.236379,45
Hillsborough County,NH,44.7288907,-71.2787267,440
Merrimack County,NH,43.9087929,-71.825994,75
Rockingham County,NH,42.8334794,-71.6673352,378
Strafford County,NH,43.2844846,-71.6673352,69
Sullivan County,NH,42.9931261,-71.0497768,7
Statewide Unallocated,NJ,39.7046713,-74.2632784,1274
Atlantic County,NJ,41.6897493,-74.7805192,284
Bergen County,NJ,40.0583238,-74.4056612,10426
Burlington County,NJ,39.5333379,-74.6868815,1207
Camden County,NJ,40.9262762,-74.07701,1477
Cape May County,NJ,39.8558488,-74.6868815,169
Cumberland County,NJ,39.8592439,-75.0143824,201
Essex County,NJ,39.105884,-74.8273184,8212
Gloucester County,NJ,39.2587106,-75.0611147,587
Hudson County,NJ,40.7947466,-74.2648829,8242
Hunterdon County,NJ,39.7103023,-75.1078332,349
Mercer County,NJ,40.7453199,-74.0535126,1731
Middlesex County,NJ,40.5669515,-74.9208772,6313
Monmouth County,NJ,40.3028533,-74.7337069,4003
Morris County,NJ,40.4111363,-74.3587473,3424
Ocean County,NJ,40.2589455,-74.123996,3833
Passaic County,NJ,40.8336038,-74.5463282,6438
Salem County,NJ,39.9652553,-74.3118212,73
Somerset County,NJ,41.1231647,-74.3587473,1911
Sussex County,NJ,39.5848777,-75.3878525,535
Union County,NJ,40.5292099,-74.6400432,7265
Warren County,NJ,41.1288481,-74.6868815,442
Statewide Unallocated,NM,36.3724334,-103.3587288,0
Bernalillo County,NM,32.6092826,-103.1474227,455
Chaves County,NM,35.0177854,-106.6291304,19
Cibola County,NM,34.1515173,-108.4276047,25
Colfax County,NM,33.4757392,-104.4723301,2
Curry County,NM,35.0947557,-107.8583868,10
De Baca County,NM,36.5799757,-104.4723301,0
Dona Ana County,NM,34.5751567,-103.2663479,50
Eddy County,NM,34.2734196,-104.3791912,7
Grant County,NM,32.485767,-106.7234639,10
Guadalupe County,NM,32.4170622,-104.4723301,0
Harding County,NM,32.9690805,-108.2377519,0
Hidalgo County,NM,34.8235801,-104.8454619,0
Lea County,NM,35.8925537,-103.8216261,2
Lincoln County,NM,31.93552,-108.7125791,1
Los Alamos County,NM,32.8968816,-103.3587288,5
Luna County,NM,33.8853309,-105.4068079,2
McKinley County,NM,35.8496249,-106.3228338,191
Mora County,NM,32.3259122,-107.8583868,0
Otero County,NM,35.7152472,-108.2377519,3
Quay County,NM,35.9742154,-105.3300508,1
Rio Arriba County,NM,32.6341716,-105.5943388,7
Roosevelt County,NM,34.9569924,-103.7289167,1
Sandoval County,NM,36.6162892,-106.7234639,244
San Juan County,NM,33.9538388,-103.3587288,173
San Miguel County,NM,35.6020667,-106.7234639,1
Santa Fe County,NM,36.3882439,-108.2377519,76
Sierra County,NM,35.5117793,-104.8454619,0
Socorro County,NM,35.3653705,-105.9699878,14
Taos County,NM,33.134596,-107.1011931,15
Torrance County,NM,33.8837087,-106.7234639,10
Union County,NM,36.4358718,-105.5943388,0
Valencia County,NM,34.6784317,-105.9699878,20
Statewide Unallocated,NY,42.1257777,-76.0241501,0
New York City Unallocated,NY,34.8021794,-106.7337723,0
Albany County,NY,40.7127753,-74.0059728,535
Allegany County,NY,40.7127753,-74.0059728,28
Bronx County,NY,42.6525793,-73.7562317,23266
Broome County,NY,42.3129816,-78.0195387,146
Cattaraugus County,NY,40.8447819,-73.8648268,32
Cayuga County,NY,42.1791865,-75.8533954,33
Chautauqua County,NY,42.2318132,-78.7476208,23
Chemung County,NY,42.7655231,-76.5488232,64
Chenango County,NY,42.2312829,-79.560344,68
Clinton County,NY,42.1362071,-76.7798172,45
Columbia County,NY,42.4972314,-75.6208088,84
Cortland County,NY,44.7904203,-73.6005824,22
Delaware County,NY,42.3678759,-73.5594128,45
Dutchess County,NY,42.5440918,-75.9927652,1934
Erie County,NY,42.2452081,-74.8741045,1668
Essex County,NY,41.7784372,-73.7477857,12
Franklin County,NY,42.9023958,-78.8661589,13
Fulton County,NY,44.0107408,-73.9507728,22
Genesee County,NY,44.5926135,-74.3387798,76
Greene County,NY,43.1118737,-74.4994517,66
Hamilton County,NY,42.9837843,-78.1564432,3
Herkimer County,NY,42.2957321,-74.123996,39
Jefferson County,NY,43.4764406,-74.4056612,47
Kings County,NY,43.1630587,-74.8741045,29306
Lewis County,NY,44.0607421,-75.9927652,7
Livingston County,NY,40.6781784,-73.9441579,31
Madison County,NY,43.840112,-75.4344727,104
Monroe County,NY,42.7576923,-77.8367282,850
Montgomery County,NY,42.9805975,-75.8069082,32
Nassau County,NY,43.2841246,-77.7452081,25250
New York County,NY,42.915521,-74.4525627,14880
Niagara County,NY,40.6546145,-73.5594128,197
Oneida County,NY,40.7127753,-74.0059728,229
Onondaga County,NY,43.3119496,-78.7476208,431
Ontario County,NY,43.2371798,-75.4344727,61
Orange County,NY,43.026819,-76.1783739,5578
Orleans County,NY,42.8509838,-77.2864879,31
Oswego County,NY,41.3911653,-74.3118212,41
Otsego County,NY,43.4088624,-78.2020387,44
Putnam County,NY,43.482533,-76.1783739,558
Queens County,NY,42.5779779,-75.0611147,35053
Rensselaer County,NY,41.4351069,-73.7948516,120
Richmond County,NY,40.7282239,-73.7948516,7960
Rockland County,NY,42.673664,-73.5594128,8335
St. Lawrence County,NY,40.5795317,-74.1502007,92
Saratoga County,NY,41.1489458,-73.9830029,224
Schenectady County,NY,44.4473142,-74.930206,235
Schoharie County,NY,43.0324245,-73.9359821,20
Schuyler County,NY,42.8493445,-73.9830029,6
Seneca County,NY,42.6550335,-74.4994517,18
Steuben County,NY,42.3796425,-76.8720961,147
Suffolk County,NY,42.7651891,-76.8720961,22462
Sullivan County,NY,42.321027,-77.3783789,415
Tioga County,NY,40.9848784,-72.6151169,24
Tompkins County,NY,41.6897493,-74.7805192,112
Ulster County,NY,42.1256317,-76.3637285,690
Warren County,NY,42.4575747,-76.5488232,77
Washington County,NY,41.8586493,-74.3118212,40
Wayne County,NY,43.6078891,-73.7477857,48
Westchester County,NY,43.2519472,-73.3708696,20191
Wyoming County,NY,43.2020024,-77.010385,32
Yates County,NY,41.1220194,-73.7948516,6
Statewide Unallocated,NC,43.0759678,-107.2902839,3
Alamance County,NC,35.721626,-78.685693,73
Alexander County,NC,35.7595731,-79.0192997,3
Alleghany County,NC,36.0117388,-79.4253776,2
Anson County,NC,35.8974199,-81.2078164,11
Ashe County,NC,36.4940839,-81.1196075,4
Avery County,NC,34.9054732,-80.1875065,0
Beaufort County,NC,36.4339674,-81.4718387,13
Bertie County,NC,36.1198414,-81.909826,15
Bladen County,NC,35.4613504,-76.9182097,1
Brunswick County,NC,36.0245185,-76.964306,35
Buncombe County,NC,34.5882404,-78.5660852,37
Burke County,NC,34.0275398,-78.2020387,59
Cabarrus County,NC,35.5931377,-82.4752757,190
Caldwell County,NC,35.7616931,-81.734942,19
Camden County,NC,35.4168123,-80.5882803,0
Carteret County,NC,35.9227448,-81.5596427,22
Caswell County,NC,36.2600564,-76.0391909,3
Catawba County,NC,34.9019263,-76.5488232,35
Chatham County,NC,36.3860217,-79.2902133,75
Cherokee County,NC,35.6840748,-81.2518833,12
Chowan County,NC,35.7211289,-79.17807,4
Clay County,NC,35.1134803,-84.059029,3
Cleveland County,NC,36.1354131,-76.6181655,39
Columbus County,NC,35.0964003,-83.7199136,37
Craven County,NC,35.361354,-81.6035062,29
Cumberland County,NC,34.2548658,-78.7476208,86
Currituck County,NC,35.0877672,-77.0564464,3
Dare County,NC,34.9542604,-78.7476208,12
Davidson County,NC,36.4189826,-75.946324,86
Davie County,NC,35.6549619,-75.6208088,22
Duplin County,NC,35.7748479,-80.1875065,19
Durham County,NC,35.9367033,-80.5882803,297
Edgecombe County,NC,34.8840095,-78.0195387,31
Forsyth County,NC,36.0221805,-78.9031279,121
Franklin County,NC,35.8840053,-77.6536125,66
Gaston County,NC,36.1200003,-80.1875065,86
Gates County,NC,36.0741417,-78.2426748,4
Graham County,NC,35.2895651,-81.2078164,0
Granville County,NC,36.4202077,-76.6874701,97
Greene County,NC,35.3634623,-83.804868,13
Guilford County,NC,36.2799451,-78.6114999,137
Halifax County,NC,35.5013936,-77.6994197,25
Harnett County,NC,36.0899873,-79.8296743,49
Haywood County,NC,36.2646764,-77.6077865,3
Henderson County,NC,35.3578648,-78.8835548,97
Hertford County,NC,35.624394,-82.9931607,4
Hoke County,NC,35.3725873,-82.4319405,20
Hyde County,NC,36.3761772,-77.0564464,0
Iredell County,NC,35.0432488,-79.2451149,71
Jackson County,NC,35.3777712,-76.1783739,2
Johnston County,NC,35.8310501,-80.8986502,104
Jones County,NC,35.3265409,-83.1220074,7
Lee County,NC,35.4403514,-78.3842227,14
Lenoir County,NC,35.0306293,-77.3324425,14
Lincoln County,NC,35.4693744,-79.1548533,15
McDowell County,NC,35.2326725,-77.6077865,18
Macon County,NC,35.4637028,-81.2078164,2
Madison County,NC,35.6984405,-82.0842901,0
Martin County,NC,35.1197519,-83.336188,7
Mecklenburg County,NC,35.8237518,-82.6915429,993
Mitchell County,NC,35.8733053,-77.1485163,4
Montgomery County,NC,35.2632655,-80.8543847,14
Moore County,NC,36.0277763,-82.1496049,66
Nash County,NC,35.3587922,-79.8744836,39
New Hanover County,NC,35.3674493,-79.4703885,55
Northampton County,NC,35.9597948,-77.973865,63
Onslow County,NC,34.2154913,-77.8824596,29
Orange County,NC,36.4159635,-77.4242972,155
Pamlico County,NC,34.6540094,-77.4701972,6
Pasquotank County,NC,36.0263022,-79.1096901,15
Pender County,NC,35.1337865,-76.6874701,5
